"Address","Street","Site ID","Latitude","Longitude","Inspection Date","Remote ID","Site Comments","Site Last Changed By","Site Change Date","Site Change Time","Species","Diameter","Aldermanic District","ArchivedSites_Remote_ID","Condition","DRG Updated","Forestry District","Grate","Growthspace Size","Overhead Utilities","Parcel Number","Primary Maintenance","Property Use","Solid Waste District SubArea","Status","TIF","TRAQ-Consequence","TRAQ-Likelihood of Failure","TRAQ-Likelihood of Failure and Impact","TRAQ-Likelihood of Impacting Target","TRAQ-Risk Rating","Terrace Support System","Tree Guard","Utilities Present"
6946,"Avalon Ln",465142,43.00385739044569,-89.50510515482796,"5/31/2012","Tree_061953",,"Robert Phetteplace","5/25/2022","11:55:09","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",8,7,"94858","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419246","Unassigned","Vacant","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6946,"Avalon Ln",465158,43.0045553723086,-89.50600258092918,"5/31/2012","Tree_061983",,"Robert Phetteplace","5/25/2022","12:08:39","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,7,"94870","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419246","Unassigned","Vacant","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6946,"Avalon Ln",465166,43.004206982608714,-89.50552198517343,"5/31/2012","Tree_062009",,"Robert Phetteplace","5/25/2022","12:02:22","Linden 'Redmond' (Tilia americana 'Redmond')",7,7,"94864","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419246","Unassigned","Vacant","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6946,"Avalon Ln",465169,43.004319976280726,-89.50565620490258,"5/31/2012","Tree_062002",,"Robert Phetteplace","5/25/2022","12:04:07","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,7,"94866","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419246","Unassigned","Vacant","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6947,"Avalon Ln",465124,43.00398514754179,-89.50546572754543,"5/31/2012","Tree_061956",,"Mark Gawne","5/25/2022","11:57:55","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,7,"94861","Unassigned","No","37","N/A","7'-8'","Unassigned","060811433048","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6951,"Avalon Ln",465093,43.0040930390999,-89.5055884897,"5/31/2012","Tree_061958",,"Mark Gawne","5/25/2022","12:01:27","Miyabei Maple 'State Street' (Acer miyabei 'State Street')",7,7,"94863","Unassigned","No","37","N/A","7'-8'","Unassigned","060811433030","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6955,"Avalon Ln",465176,43.00418513074136,-89.50569609627352,"5/31/2012","Tree_062019",,"Mark Gawne","5/25/2022","12:03:30","Hackberry (Celtis occidentalis)",10,7,"94865","Unassigned","No","37","N/A","7'-8'","Unassigned","060811433022","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6959,"Avalon Ln",465107,43.00429835467171,-89.50582849990649,"5/31/2012","Tree_061955",,"Mark Gawne","5/25/2022","12:05:33","Elm 'New Horizon' (Ulmus 'New Horizon')",13,7,"94867","Unassigned","No","37","N/A","7'-8'","Unassigned","060811433014","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6959,"Avalon Ln",605680,43.0044020833707,-89.5059507297473,"5/25/2022","MG20220525120800","","Mark Gawne","5/25/2022","12:08:00","Kentucky Coffeetree 'Espresso' (Gymnocladus dioicus 'Espresso')",2,7,"94867","Unassigned","No","37","N/A","7'-8'","Unassigned","060811433014","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6962,"Avalon Ln",465113,43.00459727802058,-89.50629783758792,"5/31/2012","Tree_061947",,"Robert Phetteplace","5/25/2022","12:10:03","Linden 'Redmond' (Tilia americana 'Redmond')",6,7,"94871","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419254","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6968,"Avalon Ln",463892,43.0046931588999,-89.5066459908,"5/24/2012","Tree_060724",,"Cody Austin","5/27/2022","09:41:18","Elm 'Danada Charm' (Ulmus 'Danada Charm')",14,7,"91735","Unassigned","No","37","N/A","8'+","Unassigned","060811419262","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6968,"Avalon Ln",463905,43.0048438250999,-89.5066496966,"5/24/2012","Tree_060741",,"Cody Austin","5/27/2022","09:42:18","Elm 'Danada Charm' (Ulmus 'Danada Charm')",11,7,"91734","Unassigned","No","37","N/A","8'+","Unassigned","060811419262","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
6968,"Avalon Ln",465099,43.00460106191412,-89.50647608325238,"5/31/2012","Tree_061962",,"Robert Phetteplace","5/25/2022","12:12:03","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,7,"94874","Unassigned","No","37","N/A","7'-8'","Unassigned","060811419262","Unassigned","Single family","4-184","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",455701,43.0342702252,-89.4500353113,"8/6/2009","Tree_052775","","Kyle Schansberg (DRG)","1/30/2024","11:50:11","Green Ash (Fraxinus pennsylvanica)",24,10,"83955","Fair","Yes","23","N/A","7'-8'","Present","070932416013","Unassigned","4 unit Apartment","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",608956,43.0344550951924,-89.4500392768054,"1/19/2023","DeKa20230119130224","","Nathan Paulus (DRG)","1/16/2024","15:26:49","Elm 'New Horizon' (Ulmus 'New Horizon')",7,10,,"Unassigned","N/A","23","N/A","7'-8'","Unassigned","070932416013","Unassigned","4 unit Apartment","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633102,43.0348818836,-89.4499143403,"2/2/2024","KySc20240202081758","Multi-stem","Kyle Schansberg (DRG)","2/2/2024","08:18:20","Crab Apple Spp. (Malus x Species)",8,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633103,43.0348556158,-89.4498766919,"2/2/2024","KySc20240202083132","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:52:27","Z Add 03 (Z Add 03)",9,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633104,43.0348906396,-89.4499956265,"2/2/2024","KySc20240202083217","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:53:06","Z Add 03 (Z Add 03)",6,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633105,43.0349087769,-89.4499733798,"2/2/2024","KySc20240202083238","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:52:45","Z Add 03 (Z Add 03)",6,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633106,43.0349100277,-89.4500187289,"2/2/2024","KySc20240202083256","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:53:42","Z Add 03 (Z Add 03)",10,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633107,43.0349306667,-89.4500974483,"2/2/2024","KySc20240202083319","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:54:15","Z Add 03 (Z Add 03)",8,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633108,43.034928165,-89.4501333853,"2/2/2024","KySc20240202083346","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:55:12","Z Add 03 (Z Add 03)",6,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633109,43.0349488039,-89.4501239733,"2/2/2024","KySc20240202083402","Multi-stem, Blackhawk viburnum","Kyle Schansberg (DRG)","2/2/2024","08:54:42","Z Add 03 (Z Add 03)",5,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633110,43.034956309,-89.4501881466,"2/2/2024","KySc20240202083430","","Kyle Schansberg (DRG)","2/2/2024","08:34:51","Eastern Redcedar (Juniperus virginiana)",3,10,"","Good","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633111,43.0349613124,-89.4502420522,"2/2/2024","KySc20240202083457","","Kyle Schansberg (DRG)","2/2/2024","08:35:09","Eastern Redcedar (Juniperus virginiana)",4,10,"","Good","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633112,43.0349938344,-89.4502685772,"2/2/2024","KySc20240202083513","","Kyle Schansberg (DRG)","2/2/2024","08:35:23","Eastern Redcedar (Juniperus virginiana)",3,10,"","Good","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633125,43.0348568667,-89.4502446192,"2/2/2024","KySc20240202084203","","Kyle Schansberg (DRG)","2/2/2024","08:42:17","London Planetree 'Exclamation' (Platanus acerfolia 'Morton Circle')",5,10,"","Good","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633134,43.0348143378,-89.4500717789,"2/2/2024","KySc20240202084305","","Kyle Schansberg (DRG)","2/2/2024","08:43:16","London Planetree 'Exclamation' (Platanus acerfolia 'Morton Circle')",5,10,"","Good","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1802,"Axel Ave",633141,43.0347361597,-89.4498321983,"2/2/2024","KySc20240202084339","","Kyle Schansberg (DRG)","2/2/2024","08:44:28","Red Maple (Acer rubrum)",5,10,"","Fair","Yes","23","N/A","Open","Not Present","070932416013","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1809,"Axel Ave",455749,43.0338677828,-89.4498792998,"8/6/2009","Tree_052813","","Kyle Schansberg (DRG)","1/30/2024","11:41:06","Linden 'Redmond' (Tilia americana 'Redmond')",13,10,"83996","Fair","Yes","23","N/A","Open","Not Present","070932418035","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1810,"Axel Ave",455698,43.0338439308,-89.450031872,"8/6/2009","Tree_052782","Frost cracks","Kyle Schansberg (DRG)","1/30/2024","11:47:45","Norway Maple (Acer platanoides)",26,10,"83958","Fair","Yes","23","N/A","7'-8'","Present","070932416237","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1810,"Axel Ave",455706,43.0337461372,-89.4500369023,"8/6/2009","Tree_052803","cable and brace or remove","Kyle Schansberg (DRG)","1/30/2024","11:49:05","Norway Maple (Acer platanoides)",30,10,"83959","Fair","Yes","23","N/A","7'-8'","Present","070932416237","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1810,"Axel Ave",455711,43.0339772971,-89.4500286856,"8/6/2009","Tree_052789","cable and brace or remove","Kyle Schansberg (DRG)","1/30/2024","11:48:55","Norway Maple (Acer platanoides)",29,10,"83957","Fair","Yes","23","N/A","7'-8'","Present","070932416237","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1810,"Axel Ave",631130,43.0336430087,-89.450231147,"1/30/2024","KySc20240130141511","","Kyle Schansberg (DRG)","1/30/2024","14:15:32","Hackberry (Celtis occidentalis)",3,10,"","Good","Yes","23","N/A","7'-8'","Not Present","070932416237","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1813,"Axel Ave",455714,43.0337034577,-89.4498727327,"8/6/2009","Tree_052815","","Kyle Schansberg (DRG)","1/30/2024","11:42:16","Red Maple (Acer rubrum)",23,10,"83995","Fair","Yes","23","N/A","Open","Not Present","070932418043","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1901,"Axel Ave",631127,43.0335328962,-89.4498428926,"1/30/2024","KySc20240130140847","","Kyle Schansberg (DRG)","1/30/2024","14:09:34","White Pine (Pinus strobus)",26,10,"","Fair","Yes","23","N/A","Open","Not Present","070932418051","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1905,"Axel Ave",631275,43.0333496428,-89.449863428,"1/30/2024","KySc20240130140738","never had a tree","Brandon Sly","3/1/2024","12:49:21","Vacant (Vacant)",0,10,"","N/A","Yes","23","N/A","Open","Not Present","070932418069","Plant Tree",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
1909,"Axel Ave",631272,43.0331613853,-89.4498488821,"1/30/2024","KySc20240130140649","","Kyle Schansberg (DRG)","1/30/2024","14:07:18","River Birch (Betula nigra)",6,10,"","Fair","Yes","23","N/A","Open","Not Present","070932418077","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2002,"Axel Ave",455549,43.0331532546,-89.4502570247,"8/5/2009","Tree_052640","","Kyle Schansberg (DRG)","1/30/2024","14:06:40","Norway Maple (Acer platanoides)",22,10,"83730","Fair","Yes","23","N/A","7'-8'","Not Present","070932417011","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2002,"Axel Ave",455703,43.0329437085,-89.4500347118,"8/6/2009","Tree_052810","","Kyle Schansberg (DRG)","1/30/2024","13:36:38","Norway Maple (Acer platanoides)",18,10,"83989","Fair","Yes","23","N/A","7'-8'","Not Present","070932417011","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2002,"Axel Ave",455718,43.0328222496,-89.450034657,"8/6/2009","Tree_052809","","Kyle Schansberg (DRG)","1/30/2024","13:37:17","Norway Maple (Acer platanoides)",21,10,"83990","Fair","Yes","23","N/A","Open","Not Present","070932417011","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2002,"Axel Ave",455735,43.0327484202,-89.4500411167,"8/6/2009","Tree_052814","cabling system installed","Kyle Schansberg (DRG)","1/30/2024","13:38:08","Norway Maple (Acer platanoides)",27,10,"83991","Fair","Yes","23","N/A","Open","Present","070932417011","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2002,"Axel Ave",455745,43.0330556431,-89.4500250223,"8/6/2009","Tree_052818","","Kyle Schansberg (DRG)","1/30/2024","13:36:02","Norway Maple (Acer platanoides)",22,10,"83988","Fair","Yes","23","N/A","7'-8'","Not Present","070932417011","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2005,"Axel Ave",607130,43.0327844685182,-89.4498631844611,"11/18/2022","Sly20221118151347","","Nathan Paulus (DRG)","1/16/2024","15:26:49","Swamp White Oak (Quercus bicolor)",2,10,,"Unassigned","N/A","23","N/A","Open","Unassigned","070932418093","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2005,"Axel Ave",631199,43.0326754155,-89.4498736954,"1/30/2024","KySc20240130133405","","Kyle Schansberg (DRG)","1/30/2024","13:34:41","Littleleaf Linden (Tilia cordata)",7,10,"","Good","Yes","23","N/A","Open","Present","070932418093","Unassigned",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2009,"Axel Ave",455725,43.0325340645,-89.4498540156,"8/6/2009","Tree_052812","multi-stem","Kyle Schansberg (DRG)","1/30/2024","13:33:57","Pagoda Dogwood (Cornus alternifolia)",3,10,"83992","Good","Yes","23","N/A","Open","Not Present","070932418100","Unassigned","Single family","2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2014,"Axel Ave",631203,43.0324389964,-89.4500285671,"1/30/2024","KySc20240130133839","","Kyle Schansberg (DRG)","1/30/2024","13:38:51","Vacant (Vacant)",0,10,"","N/A","Yes","23","N/A","7'-8'","Present","070932417235","Plant Tree",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
2014,"Axel Ave",631208,43.0325997365,-89.4500345567,"1/30/2024","KySc20240130133919","never had a tree","Brandon Sly","3/1/2024","12:48:59","Vacant (Vacant)",0,10,"","N/A","Yes","23","N/A","Open","Not Present","070932417235","Plant Tree",,"2-26","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
501,"Aztalan Dr",480568,43.091923992,-89.2610199133,"6/19/2012","Tree_069875","","Mitchell Porter (DRG)","9/26/2023","10:40:25","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",8,16,"110764","Good","Yes","28","N/A","7'-8'","Not Present","071012211018","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
501,"Aztalan Dr",614549,43.0922234374,-89.2611577536,"9/27/2023","MiPo20230927111814","","Mitchell Porter (DRG)","9/27/2023","11:18:29","Hackberry (Celtis occidentalis)",1,16,"","Fair","Yes","28","N/A","7'-8'","Not Present","071012211018","Unassigned",,"5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
501,"Aztalan Dr",614553,43.0920242523,-89.2611902681,"9/27/2023","MiPo20230927111850","","Mitchell Porter (DRG)","9/27/2023","11:19:09","American Basswood (Tilia americana)",2,16,"","Good","Yes","28","N/A","7'-8'","Not Present","071012211018","Unassigned",,"5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
502,"Aztalan Dr",480455,43.0916932379,-89.2611789177,"6/18/2012","Tree_069767","","Mitchell Porter (DRG)","9/27/2023","13:09:06","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",9,16,"110619","Good","Yes","28","N/A","8'+","Not Present","071012210200","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
502,"Aztalan Dr",480569,43.091830103,-89.2610875619,"6/19/2012","Tree_069872","","Mitchell Porter (DRG)","9/26/2023","10:41:05","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110763","Good","Yes","28","N/A","7'-8'","Not Present","071012210200","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
505,"Aztalan Dr",480589,43.0919267202,-89.260815472,"6/19/2012","Tree_069885","","Mitchell Porter (DRG)","9/26/2023","10:39:50","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",10,16,"110765","Good","Yes","28","N/A","7'-8'","Not Present","071012211026","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
506,"Aztalan Dr",480550,43.0918197115,-89.2607082878,"6/19/2012","Tree_069845","","Mitchell Porter (DRG)","9/26/2023","10:43:31","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110761","Good","Yes","28","N/A","7'-8'","Not Present","071012210193","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
506,"Aztalan Dr",480561,43.0918131159,-89.2608871175,"6/19/2012","Tree_069864","","Mitchell Porter (DRG)","9/26/2023","10:43:09","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",12,16,"110762","Good","Yes","28","N/A","7'-8'","Not Present","071012210193","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
509,"Aztalan Dr",480574,43.0919264143,-89.2605986893,"6/19/2012","Tree_069874","","Mitchell Porter (DRG)","9/26/2023","10:39:20","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",11,16,"110766","Good","Yes","28","N/A","7'-8'","Not Present","071012211034","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
513,"Aztalan Dr",480596,43.0919291115,-89.2603722961,"6/19/2012","Tree_069901","","Mitchell Porter (DRG)","9/26/2023","10:38:46","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110767","Good","Yes","28","N/A","7'-8'","Not Present","071012211042","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
514,"Aztalan Dr",480594,43.0918223497,-89.2603849491,"6/19/2012","Tree_069899","","Mitchell Porter (DRG)","9/26/2023","10:43:56","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110760","Good","Yes","28","N/A","7'-8'","Not Present","071012210177","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
517,"Aztalan Dr",480584,43.0919288204,-89.2601664907,"6/19/2012","Tree_069893","","Mitchell Porter (DRG)","9/26/2023","10:38:10","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110768","Good","Yes","28","N/A","7'-8'","Not Present","071012211050","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
518,"Aztalan Dr",480560,43.0918249879,-89.2602079257,"6/19/2012","Tree_069862","","Mitchell Porter (DRG)","9/26/2023","10:44:41","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110759","Good","Yes","28","N/A","7'-8'","Not Present","071012210169","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
521,"Aztalan Dr",480592,43.0919365731,-89.2599606642,"6/19/2012","Tree_069900","","Mitchell Porter (DRG)","9/26/2023","10:37:38","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",16,16,"110769","Good","Yes","28","N/A","7'-8'","Not Present","071012211068","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
522,"Aztalan Dr",480538,43.0918223497,-89.2598665234,"6/19/2012","Tree_069847","","Mitchell Porter (DRG)","9/26/2023","10:45:39","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",11,16,"110757","Good","Yes","28","N/A","7'-8'","Not Present","071012210151","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
522,"Aztalan Dr",480553,43.0918249879,-89.2600290959,"6/19/2012","Tree_069870","","Mitchell Porter (DRG)","9/26/2023","10:45:13","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",11,16,"110758","Good","Yes","28","N/A","7'-8'","Not Present","071012210151","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
525,"Aztalan Dr",480585,43.0919409175,-89.2594790647,"6/19/2012","Tree_069890","","Mitchell Porter (DRG)","9/26/2023","10:36:36","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",17,16,"110770","Good","Yes","28","N/A","7'-8'","Not Present","071012211076","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
526,"Aztalan Dr",480543,43.0918315835,-89.2595287338,"6/19/2012","Tree_069859","","Mitchell Porter (DRG)","9/26/2023","10:46:21","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",14,16,"110756","Good","Yes","28","N/A","7'-8'","Not Present","071012210143","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
529,"Aztalan Dr",473477,43.0919387773,-89.2592678343,"11/15/2016","Tree_071311","0","Mitchell Porter (DRG)","9/26/2023","10:36:05","Linden 'American Sentry' (Tilia americana 'McSentry')",5,16,"114065","Good","Yes","28","N/A","7'-8'","Not Present","071012211084","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
530,"Aztalan Dr",480586,43.0918250168,-89.259294146,"6/19/2012","Tree_069880","","Mitchell Porter (DRG)","9/26/2023","10:46:56","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",15,16,"110755","Good","Yes","28","N/A","7'-8'","Not Present","071012210135","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
533,"Aztalan Dr",480590,43.0919433146,-89.2590441205,"6/19/2012","Tree_069887","","Mitchell Porter (DRG)","9/26/2023","10:35:20","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",12,16,"110772","Good","Yes","28","N/A","7'-8'","Not Present","071012211092","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
534,"Aztalan Dr",480557,43.0918327872,-89.2591020405,"6/19/2012","Tree_069848","","Mitchell Porter (DRG)","9/26/2023","10:47:29","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",16,16,"110754","Good","Yes","28","N/A","7'-8'","Not Present","071012210127","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
537,"Aztalan Dr",480591,43.0919208994,-89.2588383743,"6/19/2012","Tree_069891","","Mitchell Porter (DRG)","9/26/2023","10:34:49","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110773","Good","Yes","28","N/A","7'-8'","Not Present","071012211109","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
538,"Aztalan Dr",480545,43.0918173736,-89.258870207,"6/19/2012","Tree_069852","","Mitchell Porter (DRG)","9/26/2023","10:48:01","Freeman Maple 'Sienna' (Acer x freemanii 'Sienna')",13,16,"110753","Good","Yes","28","N/A","7'-8'","Not Present","071012210119","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
538,"Aztalan Dr",480571,43.0917487462,-89.2586947682,"6/19/2012","Tree_069883","","Mitchell Porter (DRG)","9/26/2023","10:48:41","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",10,16,"110752","Good","Yes","28","N/A","7'-8'","Not Present","071012210119","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
538,"Aztalan Dr",480575,43.0916248773,-89.2585647542,"6/19/2012","Tree_069879","","Mitchell Porter (DRG)","9/26/2023","10:49:16","Honeylocust 'Skyline' (Gleditsia triacanthos 'Skyline')",7,16,"110751","Good","Yes","28","N/A","7'-8'","Not Present","071012210119","Unassigned","Single family","5-201","Active",0,"N/A","N/A","N/A","N/A","N/A","N/A","No ","None"
